name,musicbrainz_artist_id,musicbrainz_mbid,spotify_id,performer_pre_normalized,first_top_20_hit_year,first_charting_song_year,last_charting_song_year,years_through_first_top_20_hit,#_of_charting_songs_through_first_top_20_hit,first_song_year,years_active_on_charts,first_charting_song_position,first_charting_song_duration,top_20_hit_song_#_wks_on_chart_any_position,genre_tags_musicbrainz,first_year_on_chart_songs,genre_tags_through_first_top_10_hit,major_genre_categories_through_first_top_10_hit,#_of_major_genre_categories_through_first_top_10_hit,musicbrainz_major_genre_categories,musicbrainz_#_of_genres,spotify_genres,spotify_major_genre_categories,combined_major_genre_categories,first_top_20_song_major_genres,first_top_20_song_duration_ms,first_top_20_song_acousticness,first_top_20_song_danceability,first_top_20_song_energy,first_top_20_song_instrumentalness,first_top_20_song_liveness,first_top_20_song_loudness,first_top_20_song_speechiness,first_top_20_song_tempo,first_top_20_song_valence,first_top_20_song_mode,first_top_20_song_explicit,degree_centrality_top20_rolling5,harmonic_closeness_centrality_top20_rolling5,betweenness_centrality_top20_rolling5,eigenvector_centrality_top20_rolling5,power_of_connected_artists_top20_rolling5,top_20_hitmaker
4*town (from disney,,,,4*TOWN (From Disney,,2022.0,2022.0,,,2022.0,2022-2022,49,5,,,2022.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
4.0,223738.0,cc070f24-fdf7-4846-b2c7-f0bc54eb8e48,,4.0,,1997.0,1997.0,,,1997.0,1997-1997,46,20,,"soul, contemporary r&b",1997.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
40 cal.,265600.0,c8769767-7973-4807-93ae-46063fa9eadf,,40 Cal.,,,,,,,2007-2007,0,0,,hip hop,,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
40 thevz,257290.0,4f5054a0-f3c0-42e5-87e0-72c2c207a344,,40 Thevz,1997.0,1997.0,1997.0,1.0,1.0,1997.0,1997-1997,12,20,20.0,,1997.0,,,0,,0,,,,"Electronic/Dance, Hip Hop/Rap, Pop, Rock",,,,,,,,,,,,,0.0003889537145079,1195.5220168720357,0.0017497406639004,0.0022710756188634,100.0,0.0
41,2306584.0,0c3fe17f-51f0-4757-a4b6-a77ff6b95650,,41,,2024.0,2024.0,,,2024.0,2024-2024,52,7,,"ambient, electronic, pop punk, punk rock, idm, experimental, instrumental, alternative rock",2024.0,,,0,"Easy Listening/Vocal, Electronic/Dance, Experimental/Avant-Garde, Punk/Hardcore, Rock",5,,,"Easy Listening/Vocal, Electronic/Dance, Experimental/Avant-Garde, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
42 dugg,1879374.0,4214aa04-64b0-442a-982b-0560e6d3a5bd,45gHcnDnMC15sgx3VL7ROG,42 Dugg,2020.0,2020.0,2022.0,1.0,2.0,2020.0,2020-2024,10,22,22.0,"detroit trap, hip hop, hardcore hip hop, trap",2020.0,,,0,Hip Hop/Rap,1,"['detroit trap', 'rap', 'southern hip hop', 'trap']",Hip Hop/Rap,Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,0.001913747830344,5105.470274169904,0.0007523989454118,0.0355141055023132,1285.5,0.0
49-ers,,,,49-ers,,1990.0,1990.0,,,1990.0,1990-1990,78,9,,,1990.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
4batz,2678383.0,f6d88fde-afb3-4716-be43-17b2e69cc408,,4Batz,2024.0,2024.0,2024.0,1.0,2.0,2024.0,2024-2024,7,20,20.0,"alternative r&b, trap soul",2024.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,R&B/Soul/Funk,,,,,,,,,,,,,0.0002614834829599,4801.844877344415,0.0001552962870888,0.0123538564829376,540.0,0.0
4him,9221.0,3f49566c-2c59-440e-8ea5-4d7afa1ee3f2,,4Him,,,,,,,1996-1999,0,0,,contemporary christian,,,,0,Gospel/Christian/Religious,1,,,Gospel/Christian/Religious,,,,,,,,,,,,,,,,,,,
4pm,,,,4PM,1994.0,1994.0,1994.0,1.0,1.0,1994.0,1994-1995,8,32,,,1994.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
4troops,714483.0,90d27e4d-2ff6-4327-ab5a-7a0039be3d71,,4TROOPS,,,,,,,2010-2010,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
5 satins,,,,5 Satins,,1959.0,1959.0,,,1959.0,1959-1959,87,3,,,1959.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
5 seconds of summer,981199.0,830e5c4e-6b7d-431d-86ab-00c751281dc5,5Rl15oVamLq7FbSb0NNBNy,5 Seconds Of Summer,2014.0,2014.0,2022.0,1.0,6.0,2014.0,2014-2025,16,20,20.0,"pop rock, pop punk, teen pop, pop, power pop",2014.0,,,0,"Pop, Punk/Hardcore",2,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Pop,"Pop, Punk/Hardcore",Pop,237248.0,0.0283,0.572,0.499,0.0,0.213,-5.237,0.0311,101.593,0.108,1.0,0.0,4.841208365608056e-05,1.0,0.0,1.5554313613594368e-18,,1.0
5 special,,,,5 Special,,,,,,,1979-1979,0,0,,rockabilly,,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
50 cent,20544.0,8e68819d-71be-4e7d-b41d-f1df81b01d3f,3q7HBObVc0L8jNeTe5Gofh,50 Cent,2002.0,2002.0,2020.0,1.0,1.0,2002.0,2002-2020,13,20,20.0,"hip hop, east coast hip hop, gangsta rap, pop rap, hardcore hip hop",2002.0,"hip hop, gangsta rap",Hip Hop/Rap,1,Hip Hop/Rap,1,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",Hip Hop/Rap,Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,0.0039125627285872,2506.4978549228586,0.004448351701365,0.0035351311183009,1449.0,1.0
5000 volts,35957.0,16dcd746-37e9-40b7-83fb-8521f443af7a,,5000 Volts,,1975.0,1975.0,,,1975.0,1975-1975,26,10,,,1975.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
504 boyz,10110.0,3038ea0d-1cad-458c-a08b-b11276b27619,,504 Boyz,2000.0,2000.0,2000.0,1.0,1.0,2000.0,2000-2002,17,18,18.0,hip hop,2000.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,Hip Hop/Rap,215507.0,0.00276,0.853,0.709,0.0,0.353,-5.607,0.283,170.044,0.315,1.0,1.0,0.0008851298190401,1758.4104478854904,0.0001860136487662,0.0002358865572261,256.0,0.0
54th platoon,197512.0,65aa1518-9e48-4c37-a481-7a996df7fb1d,,54th Platoon,,,,,,,2003-2003,0,0,,hip hop,,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
5th ward boyz,49624.0,8d8cfa13-814e-4d72-be51-8c48a5959e9c,,5th Ward Boyz,,,,,,,1993-1999,0,0,,"southern hip hop, gangsta rap, g-funk",,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
69 boyz,35324.0,4b585f70-385c-4d55-871b-24ac1b1622e9,,69 Boyz,1994.0,1994.0,1998.0,1.0,2.0,1994.0,1994-1998,8,38,38.0,"hip hop, southern hip hop, miami bass",1994.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,256333.0,0.0316,0.875,0.651,0.0,0.0754,-12.139,0.236,133.029,0.715,0.0,1.0,0.0001794365691727,1.0,0.0,8.009186438530383e-45,,0.0
6ix9ine,1603703.0,2282c539-05a2-477c-82b7-fe40798d37f3,7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,2017.0,2017.0,2022.0,1.0,2.0,2017.0,2017-2022,12,20,20.0,"hip hop, trap, drill, east coast hip hop, hardcore hip hop",2017.0,hip hop,Hip Hop/Rap,1,Hip Hop/Rap,1,"['emo rap', 'rap']",Hip Hop/Rap,Hip Hop/Rap,Hip Hop/Rap,157643.0,0.0553,0.66,0.775,0.0,0.129,-4.926,0.172,157.036,0.635,1.0,1.0,0.0001389210465385,3466.4723665219617,8.261554135407983e-05,0.0001441906076869,83.5,1.0
6lack,1206587.0,07832b42-8826-4ab1-acd3-c49a2f595ffe,4IVAbR2w4JJNJDDRFP3E83,6LACK,2021.0,2017.0,2021.0,5.0,7.0,2017.0,2016-2023,72,8,22.0,"hip hop, hip hop soul, pop soul, contemporary r&b, alternative r&b, trap soul",2017.0,r&b,R&B/Soul/Funk,1,"Hip Hop/Rap, Pop, R&B/Soul/Funk",3,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'r&b', 'rap', 'trap']","Hip Hop/Rap, R&B/Soul/Funk","Hip Hop/Rap, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,0.0031860662701784,5768.359523808876,0.004358529293798,0.0605318640371015,3635.5,1.0
7 aurelius,382674.0,260c1a9e-f608-4f9f-a739-28de30c94ee8,,7 Aurelius,,2004.0,2004.0,,,2004.0,2004-2004,26,18,,,2004.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
7 mile,1532438.0,7f002fb4-dc7f-4bac-b20e-4bb510f5c65a,,7 Mile,,1998.0,1998.0,,,1998.0,1998-1998,50,19,,detroit trap,1998.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
7 seconds,,,,7 Seconds,,,,,,,1989-1989,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
702,479.0,4822d466-5c1f-4e04-80e9-e33e8295c26b,,702,1997.0,1996.0,1999.0,2.0,3.0,1996.0,1996-2003,32,20,20.0,contemporary r&b,1996.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,"Hip Hop/Rap, Pop, R&B/Soul/Funk",291400.0,0.625,0.791,0.186,2.67e-06,0.0574,-11.367,0.0333,114.061,0.317,1.0,0.0,0.0005186049526772,1077.9988927738823,0.0001723288294358,0.0005268643697464,95.0,1.0
707,2361609.0,c0982ba7-13bc-4fa3-a1cd-2c57545ae6d3,,707,,1980.0,1982.0,,,1980.0,1980-1982,52,9,,"techno, rock",1980.0,,,0,"Electronic/Dance, Rock",2,,,"Electronic/Dance, Rock",,,,,,,,,,,,,,,,,,,
88rising,1692158.0,f3463d81-f100-478e-b7ba-3710c6eac781,1AhjOkOLkbHUfcHDSErXQs,88rising,,,,,,,2018-2019,0,0,,,,,,0,,0,"['asian american hip hop', 'pop']",Pop,Pop,,,,,,,,,,,,,,,,,,,
8ball,2128364.0,1ca65fa7-00fb-4b3b-b827-34a1f026acbd,,8Ball & MJG,,,,,,,1994-2012,0,0,,"hip hop, memphis rap",,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
9.9,129342.0,d2e0596b-274c-41e0-9898-56da490fd2c7,,9.9,,1985.0,1985.0,,,1985.0,1985-1985,51,13,,r&b,1985.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
95 south,62451.0,39b81711-9255-4f83-b2c1-a1f0e3ae908d,,95 South,1993.0,1993.0,1995.0,1.0,1.0,1993.0,1993-1995,11,25,25.0,,1993.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
98 degrees,,,,98 Degrees,1997.0,1997.0,2000.0,1.0,1.0,1997.0,1997-2013,12,28,,,1997.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,1.0
99 percent,1216907.0,1b7e3bc1-0414-4d3a-9cde-7b4faf759a4f,,99 Percent,,2017.0,2017.0,,,2017.0,2017-2017,73,6,,,2017.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
999,1951020.0,0649c4df-c8b7-4073-b898-aea5fc8a8219,,999,,,,,,,1980-1981,0,0,,"punk rock, new wave, thrash metal, groove metal",,,,0,"Metal, Pop, Punk/Hardcore",3,,,"Metal, Pop, Punk/Hardcore",,,,,,,,,,,,,,,,,,,
9lokknine,1884238.0,e44aa1c2-c4ea-4dae-a9c5-36fd9fd22d09,0ceH34CATvfgphxnLRWFkm,9lokknine,,2019.0,2019.0,,,2019.0,2019-2019,34,19,,"hip hop, southern hip hop, trap",2019.0,,,0,Hip Hop/Rap,1,['florida rap'],,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
9th wonder,143371.0,48513f24-37d5-423f-b9b7-2b712af7f50d,,Murs And 9th Wonder,,,,,,,2006-2011,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
? (question mark),,,,? (Question Mark),1966.0,1966.0,1967.0,1.0,2.0,1966.0,1966-1967,1,15,,,1966.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
a boogie wit da hoodie,1404376.0,c1708d03-8a66-46eb-848e-fe0d233ffb39,31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,,2016.0,2025.0,,,2016.0,2016-2025,86,12,,"hip hop, trap, emo rap, r&b",2016.0,,,0,"Hip Hop/Rap, R&B/Soul/Funk",2,"['melodic rap', 'rap', 'trap']",Hip Hop/Rap,"Hip Hop/Rap, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
a boogie wit da hoodie & london on da track,,,,A Boogie Wit da Hoodie & London On Da Track,,2020.0,2020.0,,,2020.0,2020-2020,71,1,,,2020.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a change of pace,218083.0,084d3624-52c1-40fe-8710-971c97fb742e,,A Change Of Pace,,,,,,,2006-2006,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a day to remember,253121.0,db008806-16f6-48fc-8521-3d953709689d,4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,,2019.0,2019.0,,,2019.0,2009-2025,92,1,,"metalcore, pop punk, easycore, post-hardcore, emo pop, alternative rock, pop rock",2019.0,"metalcore, post-hardcore","Metal, Punk/Hardcore",2,"Metal, Pop, Punk/Hardcore, Rock",4,"['metalcore', 'pop punk']","Metal, Punk/Hardcore","Metal, Pop, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
a few good men,264749.0,1ee4cac4-6d42-439b-9833-f82a11d0708b,,A Few Good Men,,1996.0,1996.0,,,1996.0,1996-1996,76,10,,"quiet storm, contemporary r&b",1996.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
a fine frenzy,454358.0,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6,,A Fine Frenzy,,,,,,,2007-2012,0,0,,indie pop,,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
a firm handshake,1009276.0,7e82580d-8758-46d3-892b-c4f9a09b988e,,A Firm Handshake,,,,,,,2013-2013,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a flock of seagulls,2860.0,aaa436da-b331-4e58-a0fd-3d64d090c120,0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls,1982.0,1982.0,1984.0,1.0,2.0,1982.0,1982-1984,9,22,22.0,"new wave, new romantic, synth-pop, dance-pop, dance-rock, post-punk",1982.0,,,0,"Pop, Punk/Hardcore, Rock",3,"['new romantic', 'new wave', 'new wave pop', 'synthpop']",Pop,"Pop, Punk/Hardcore, Rock",,308933.0,0.00299,0.507,0.642,0.606,0.141,-12.923,0.0323,146.154,0.631,1.0,0.0,,,,,,0.0
a great big world,996953.0,6958e806-1e14-4844-a0a7-07a27756aa0f,5xKp3UyavIBUsGy3DQdXeF,A Great Big World,2013.0,2013.0,2015.0,1.0,1.0,2013.0,2013-2015,4,26,26.0,"indie pop, pop rock",2013.0,,,0,Pop,1,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock', 'viral pop']","Pop, Rock","Pop, Rock",,229400.0,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,0.0765,1.0,0.0,4.961055712655653e-05,3693.4479437224577,0.0,0.0003148373752322,100.0,0.0
a lot like birds,741271.0,61c01df3-ca06-4a09-8f74-66000831f27d,,A Lot Like Birds,,,,,,,2013-2013,0,0,,swancore,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a new beginning,260874.0,dadddf9d-9ea1-402f-a825-d0fc75cbc494,,A New Beginning,,,,,,,1990-1990,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a perfect circle,909.0,078a9376-3c04-4280-b7d7-b20e158f345d,,A Perfect Circle,,2003.0,2004.0,,,2003.0,2000-2018,61,18,,"alternative rock, progressive rock, art rock",2003.0,,,0,"Experimental/Avant-Garde, Rock",2,,,"Experimental/Avant-Garde, Rock",,,,,,,,,,,,,,,,,,,
a prayer fife,,,,A Prayer Fife,1975.0,1975.0,1975.0,1.0,1.0,1975.0,1975-1976,14,20,,,1975.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
a r i z o n a,1393752.0,46b9c1ea-a7d1-49fc-a3b9-3a95a33f3a19,7hOGhpa8RMSuDOWntGIAJt,A R I Z O N A,,,,,,,2017-2017,0,0,,"electropop, pop rock, indietronica",,,,0,Pop,1,"['edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']","Electronic/Dance, Pop","Electronic/Dance, Pop",,,,,,,,,,,,,,,,,,,
a r rahman,36611.0,e0bba708-bdd3-478d-84ea-c706413bedab,1mYsTxnqsietFxj1OgoGbG,A R Rahman & The Pussycat Dolls,2009.0,2009.0,2009.0,1.0,2.0,2009.0,2009-2009,15,13,13.0,,2009.0,,,0,,0,"['desi pop', 'filmi', 'modern bollywood']",World Music,World Music,,,,,,,,,,,,,,0.0029271206690561,3231.0135281383805,0.0059526054279994,0.0015708031178484,356.0,0.0
a ragamuffin band,233296.0,22df7596-0f56-4814-b6cf-5a723db5b464,,A Ragamuffin Band,,,,,,,1998-1998,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a rocket to the moon,520952.0,4b7aee58-83e6-48f1-b8df-dcc473faf613,1NU9Em6e8dDo36Js6nEo3t,A Rocket To The Moon,,2010.0,2010.0,,,2010.0,2009-2013,91,1,,,2010.0,,,0,,0,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo', 'pop punk', 'post-teen pop']","Pop, Punk/Hardcore","Pop, Punk/Hardcore",,,,,,,,,,,,,,,,,,,
a skylit drive,435233.0,33464f19-aa8b-4bbf-982d-05f5e78643c8,,A Skylit Drive,,,,,,,2008-2015,0,0,,"post-hardcore, emo, screamo, emocore",,,,0,Punk/Hardcore,1,,,Punk/Hardcore,,,,,,,,,,,,,,,,,,,
a static lullaby,80616.0,8d79e950-1333-4a32-9fc1-af53d421abc4,,A Static Lullaby,,,,,,,2005-2006,0,0,,"emo, screamo, post-hardcore, emocore",,,,0,Punk/Hardcore,1,,,Punk/Hardcore,,,,,,,,,,,,,,,,,,,
a taste of honey,34126.0,8fb61843-e724-41b4-86bd-6e3b3dfe9c6e,,A Taste Of Honey,1978.0,1978.0,1982.0,1.0,1.0,1978.0,1978-1982,1,23,23.0,"funk, soul, disco, dance-pop, quiet storm, boogie, pop soul",1978.0,,,0,"Electronic/Dance, Pop, R&B/Soul/Funk",3,,,"Electronic/Dance, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,1.0
a thousand horses,796389.0,ad3a1b29-ac6e-44c0-bd96-8b561bf5dcd7,,A Thousand Horses,,2015.0,2015.0,,,2015.0,2015-2015,47,20,,"country, southern rock, country pop, alternative country, roots rock",2015.0,,,0,"Country/Americana, Rock",2,,,"Country/Americana, Rock",,,,,,,,,,,,,,,,,,,
a tribe called quest,92744.0,9689aa5a-4471-4fb4-9721-07cecda0fa9f,09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,,1992.0,2016.0,,,1992.0,1990-2016,57,15,,"hip hop, jazz rap, east coast hip hop, alternative hip hop, conscious hip hop, boom bap",1992.0,hip hop,Hip Hop/Rap,1,Hip Hop/Rap,1,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
a$ap ferg,838293.0,8ab5d936-49d1-415e-92c8-151e0e7dd912,5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,2020.0,2013.0,2021.0,8.0,6.0,2013.0,2013-2021,100,2,2.0,,2013.0,,,0,,0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,0.004183541768659,5680.021464645923,0.0068178049436287,0.0754148814561623,3818.5,0.0
a$ap mob,921434.0,938bbcc7-3c04-4209-85fb-fa8b3dcd2672,7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,,,,,,,2016-2017,0,0,,"hip hop, east coast hip hop, trap, cloud rap",,,,0,Hip Hop/Rap,1,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
a$ap rocky,838288.0,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,2012.0,2012.0,2026.0,1.0,1.0,2012.0,2012-2026,8,27,27.0,"hip hop, east coast hip hop, cloud rap, experimental hip hop, pop rap, hardcore hip hop, trap",2012.0,,,0,Hip Hop/Rap,1,"['east coast hip hop', 'hip hop', 'rap', 'trap']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,0.0019621004801982,4730.8190476188565,0.0014946791875583,0.0411128304502995,2078.0,1.0
a$ap twelvyy,902690.0,95f35260-5f18-4185-9926-9a4d191d737d,,A$AP Twelvyy,,,,,,,2017-2017,0,0,,hip hop,,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
a'me lorain,183873.0,1fea751e-7896-4722-b58c-db58cd3ff394,,A'me Lorain,1990.0,1990.0,1990.0,1.0,2.0,1990.0,1990-1990,9,20,20.0,,1990.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
a*teens,,,,A*Teens,,2000.0,2001.0,,,2000.0,2000-2002,95,5,,,2000.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a+,1735125.0,c3a66b6c-c95c-46d6-85fc-16e0469b279d,,A+,,1996.0,1998.0,,,1996.0,1996-1998,66,14,,"hip hop, electronic, techno, tech house, punk",1996.0,,,0,"Electronic/Dance, Hip Hop/Rap, Punk/Hardcore",3,,,"Electronic/Dance, Hip Hop/Rap, Punk/Hardcore",,,,,,,,,,,,,,,,,,,
a-ha,823.0,7364dea6-ca9a-48e3-be01-b44ad0d19897,2jzc5TC5TVFLXQlBNiIUzE,a-ha,1985.0,1985.0,1987.0,1.0,2.0,1985.0,1985-1988,1,27,27.0,"new wave, pop, synth-pop, dance-pop, sophisti-pop",1985.0,,,0,Pop,1,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']","Pop, Rock","Pop, Rock","Blues, Electronic/Dance, Pop, Rock",225280.0,0.018,0.573,0.902,0.00125,0.0928,-7.638,0.054,84.412,0.876,0.0,0.0,,,,,,1.0
a-trak + milo & otis,,,,A-Trak + Milo & Otis,,2015.0,2015.0,,,2015.0,2015-2015,98,1,,,2015.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a.b. quintanilla,,,,A.B. Quintanilla,,2000.0,2000.0,,,2000.0,2000-2000,62,10,,"latin pop, cumbia, latin, r&b",2000.0,,,0,"Latin, R&B/Soul/Funk",2,,,"Latin, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
a.b. quintanilla iii,924464.0,7d22a2e9-8108-4faa-b907-8e740c4264db,5MP9bH9aUryiKQeUvABLIU,A.B. Quintanilla III,,,,,,,2003-2003,0,0,,"latin pop, cumbia, latin, r&b",,,,0,"Latin, R&B/Soul/Funk",2,"['tejano', 'tropical']",,"Latin, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
a.b. quintanilla iii y los kumbia kings,,,,A.B. Quintanilla III y Los Kumbia Kings,,,,,,,2001-2001,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a.b. skhy,324656.0,2d73bfee-888a-4b89-a846-33fd1aab6365,,A.B. Skhy,,1969.0,1969.0,,,1969.0,1969-1969,100,1,,"jazz rock, blues rock",1969.0,,,0,"Jazz, Rock",2,,,"Jazz, Rock",,,,,,,,,,,,,,,,,,,
a.l.t. and the lost civilization,,,,A.L.T. And The Lost Civilization,,1992.0,1992.0,,,1992.0,1992-1992,48,14,,,1992.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
a7s,1933121.0,bcb31fac-a9ee-49ab-bbfe-36b4a4898128,5Wg2b4Mp42gicxEeDNawf7,A7S,,2020.0,2020.0,,,2020.0,2020-2020,53,13,,vocal house,2020.0,,,0,Electronic/Dance,1,['scandipop'],,Electronic/Dance,,,,,,,,,,,,,,,,,,,
aaliyah,358.0,bc85da58-52d9-457d-ae8d-5d8d4ec870a9,0urTpYCsixqZwgNTkPJOJ4,Aaliyah,1994.0,1994.0,2013.0,1.0,2.0,1994.0,1994-2021,5,24,24.0,"pop, contemporary r&b, pop soul, r&b, hip hop, neo soul, soul, rock",1994.0,"r&b, contemporary r&b, soul, pop, hip hop","Hip Hop/Rap, Pop, R&B/Soul/Funk",3,"Hip Hop/Rap, Pop, R&B/Soul/Funk, Rock",4,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']","Hip Hop/Rap, Pop, R&B/Soul/Funk","Hip Hop/Rap, Pop, R&B/Soul/Funk, Rock","Electronic/Dance, Hip Hop/Rap, Reggae/Caribbean",231093.0,0.0698,0.706,0.727,5.31e-06,0.115,-8.06,0.0317,92.938,0.903,1.0,0.0,,,,,,1.0
aaron carter,589080.0,1273a30c-b8b1-483a-9d66-66a0c832fc57,,Aaron Carter,,2000.0,2001.0,,,2000.0,2000-2002,35,15,,"hip hop, pop, pop rap, teen pop, dance-pop",2000.0,,,0,"Hip Hop/Rap, Pop",2,,,"Hip Hop/Rap, Pop",,,,,,,,,,,,,,,,,,,
aaron gillespie,371427.0,0c3db5f8-372a-4825-9e31-decf2d176333,5B2GfbXgossZt9SE08Iqn6,Aaron Gillespie,,,,,,,2011-2011,0,0,,"alternative rock, metalcore, indie rock, emo, post-hardcore",,,,0,"Metal, Punk/Hardcore, Rock",3,[],,"Metal, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
aaron hall,2427549.0,68cc4ab9-5c47-44c9-b377-301ba17cf731,,Aaron Hall,1994.0,1992.0,1998.0,3.0,2.0,1992.0,1992-1998,44,16,23.0,"new jack swing, contemporary r&b",1992.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,381733.0,0.0298,0.713,0.754,0.0,0.136,-5.277,0.0271,120.079,0.564,1.0,0.0,,,,,,0.0
aaron lewis,1704226.0,86cb43a2-96c4-4ffe-837d-32e414d8f38c,,Aaron Lewis,2021.0,2011.0,2021.0,11.0,2.0,2011.0,2011-2024,87,2,2.0,"outlaw country, country, post-grunge, alternative metal, neo-traditional country, rock, nu metal",2011.0,,,0,"Country/Americana, Metal, Rock",3,,,"Country/Americana, Metal, Rock",,,,,,,,,,,,,,,,,,,0.0
aaron lewis of staind,,,,Aaron Lewis Of Staind,,2001.0,2001.0,,,2001.0,2001-2001,56,19,,,2001.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
